word,reading,meaning,example,type,category_id
順序整然,じゅんじょせいぜん,順序が正しく整っていること,作業の順序整然で効率が上がった,四字熟語,1
初志貫徹,しょしかんてつ,最初の志を最後まで貫くこと,初志貫徹で目標を達成した,四字熟語,12
心機一転,しんきいってん,気持ちを新たにすること,心機一転して新しい仕事に取り組む,四字熟語,15
真面目一徹,まじめいってつ,真面目一筋なこと,真面目一徹な性格で信頼されている,四字熟語,10
心理学習,しんりがくしゅう,心理学を学習すること,心理学習で人間理解を深めた,四字熟語,3
新陳代謝,しんちんたいしゃ,古いものが新しいものに入れ替わること,組織の新陳代謝が進んでいる,四字熟語,15
進退両難,しんたいりょうなん,進むことも退くことも困難な状況,進退両難の状況に追い込まれた,四字熟語,4
誠心誠意,せいしんせいい,真心を込めて,誠心誠意お詫び申し上げます,四字熟語,10
清廉潔白,せいれんけっぱく,心が清く私欲がないこと,清廉潔白な政治家として信頼されている,四字熟語,10
千変万化,せんぺんばんか,様々に変化すること,雲の形は千変万化で美しい,四字熟語,15
前途洋々,ぜんとようよう,将来が希望に満ちていること,若者の前途洋々たる未来,四字熟語,4
相互協力,そうごきょうりょく,互いに協力すること,国際社会の相互協力が重要だ,四字熟語,13
早寝早起,はやねはやおき,早く寝て早く起きること,健康のため早寝早起を心がけている,四字熟語,8
大胆不敵,だいたんふてき,思い切りがよく恐れないこと,大胆不敵な作戦で勝利を収めた,四字熟語,12
多種多様,たしゅたよう,種類が多く様々であること,商品は多種多様に揃っている,四字熟語,15
単純明快,たんじゅんめいかい,簡単で分かりやすいこと,説明が単純明快で理解しやすい,四字熟語,3
知行合一,ちこうごういつ,知識と実践を一致させること,知行合一を重視する教育方針,四字熟語,3
天変地異,てんぺんちい,自然界の異常な変化,天変地異が続いて不安だ,四字熟語,6
当意即妙,とういそくみょう,その場に応じて機転を利かせること,当意即妙な返答で場を和ませた,四字熟語,3
二転三転,にてんさんてん,何度も変わること,計画が二転三転して混乱した,四字熟語,15
破天荒,はてんこう,前例のない珍しいこと,破天荒な発想で注目を集めた,四字熟語,15
品性下劣,ひんせいかれつ,品性が下品で劣っていること,品性下劣な行為は慎むべきだ,四字熟語,10
不老不死,ふろうふし,老いることも死ぬこともないこと,不老不死の薬を求める研究,四字熟語,8
平々凡々,へいへいぼんぼん,平凡で変わったところがないこと,平々凡々な毎日に飽きている,四字熟語,8
変化万端,へんかばんたん,様々に変化すること,変化万端な天気に振り回された,四字熟語,15
方針転換,ほうしんてんかん,方針を変えること,会社が方針転換を発表した,四字熟語,15
万事休須,ばんじきゅうす,全てが終わりになること,この失敗で万事休須だ,四字熟語,4
名実一体,めいじついったい,名前と実体が一致していること,彼は名実一体の経営者だ,四字熟語,10
唯我独尊,ゆいがどくそん,自分だけが尊いと思うこと,唯我独尊な態度は嫌われる,四字熟語,10
竜頭蛇尾,りゅうとうだび,始めは勢いがあるが終わりは振るわないこと,計画が竜頭蛇尾に終わった,四字熟語,4
悠々自適,ゆうゆうじてき,のんびりと自分の思うように過ごすこと,退職後は悠々自適な生活を送りたい,四字熟語,8
和洋折衷,わようせっちゅう,和風と洋風を適度に取り入れること,和洋折衷の建築様式,四字熟語,11
安全運転,あんぜんうんてん,安全に運転すること,安全運転を心がけている,四字熟語,8
一念通天,いちねんつうてん,強い信念で目標を達成すること,一念通天の思いで夢を実現した,四字熟語,12
英雄豪傑,えいゆうごうけつ,優れた英雄,英雄豪傑が活躍した時代,四字熟語,12
温故知新,おんこちしん,古いことを学んで新しい知識を得ること,温故知新の精神で学問に取り組む,四字熟語,3
快活?溂,かいかつはつらつ,元気で活発なこと,快活?溂な性格で人気者だ,四字熟語,2
確固不動,かっこふどう,確固として動かないこと,確固不動の信念を持っている,四字熟語,12
感情移入,かんじょういにゅう,感情を移し入れること,役者が登場人物に感情移入した,四字熟語,11
機械的反,きかいてきはん,機械的な反応,機械的反応では解決しない,四字熟語,4
技術革新,ぎじゅつかくしん,技術を革新すること,技術革新で競争力を高めた,四字熟語,15
急転直下,きゅうてんちょっか,事態が急激に変化すること,交渉が急転直下で妥結した,四字熟語,15
共存共栄,きょうぞんきょうえい,共に存在し共に栄えること,企業間の共存共栄を目指す,四字熟語,13
勤勉努力,きんべんどりょく,まじめに努力すること,勤勉努力の結果が実を結んだ,四字熟語,1
謹厳実直,きんげんじっちょく,慎み深く実直なこと,謹厳実直な校長先生として尊敬されている,四字熟語,10
健全経営,けんぜんけいえい,健全に経営すること,会社の健全経営を維持している,四字熟語,7
厳正中立,げんせいちゅうりつ,厳格に中立を保つこと,審判は厳正中立を貫いた,四字熟語,10
国際協調,こくさいきょうちょう,国際的に協調すること,国際協調の精神で外交を行う,四字熟語,13
才能開花,さいのうかいか,才能が開花すること,若い芸術家の才能開花を見守った,四字熟語,15
細心注意,さいしんちゅうい,細かいところまで注意すること,細心注意で作業を進めた,四字熟語,1
最善努力,さいぜんどりょく,最善を尽くして努力すること,最善努力で任務を遂行した,四字熟語,1
三位一体,さんみいったい,三つが一体となること,産学官の三位一体で取り組んだ,四字熟語,13
質量両全,しつりょうりょうぜん,質と量の両方が揃っていること,製品は質量両全で評価が高い,四字熟語,4
実事求是,じつじきゅうぜ,実際に即して真理を求めること,実事求是の姿勢で研究に取り組んだ,四字熟語,3
自主独立,じしゅどくりつ,自分で主体的に独立すること,自主独立の精神で国を建設した,四字熟語,12
社会貢献,しゃかいこうけん,社会に貢献すること,企業の社会貢献活動が評価された,四字熟語,10
首尾一貫,しゅびいっかん,最初から最後まで一貫していること,首尾一貫した政策を推進した,四字熟語,12
商売繁盛,しょうばいはんじょう,商売が繁盛すること,新年の商売繁盛を祈願した,四字熟語,7
人道主義,じんどうしゅぎ,人道を重視する主義,人道主義の立場から支援活動を行う,四字熟語,10
進歩発展,しんぽはってん,進歩し発展すること,技術の進歩発展は目覚ましい,四字熟語,15
正確無比,せいかくむひ,極めて正確なこと,彼の計算は正確無比だ,四字熟語,3
積極果敢,せっきょくかかん,積極的で果敢なこと,積極果敢に新市場に参入した,四字熟語,12
絶対安全,ぜったいあんぜん,絶対に安全であること,原発の絶対安全神話が崩れた,四字熟語,8
全面協力,ぜんめんきょうりょく,全面的に協力すること,プロジェクトに全面協力した,四字熟語,13
相互扶助,そうごふじょ,互いに助け合うこと,地域の相互扶助精神が息づいている,四字熟語,13
創造工夫,そうぞうくふう,創造的に工夫すること,創造工夫で新しい手法を開発した,四字熟語,15
即断即決,そくだんそっけつ,すぐに判断しすぐに決定すること,即断即決で危機を乗り切った,四字熟語,12
大同団結,だいどうだんけつ,大きく団結すること,野党が大同団結して対抗した,四字熟語,13
